{'max_epoch': 12, 'train_batch_size': 2, 'last_iter': 0, 'finetune_lr': 5e-05, 'scratch_lr': 0.0005, 'weight_decay': 0.0005, 'momentum': 0.9, 'snapshot': '', 'scale': 416, 'multi-scale': None, 'gpu': '0,1', 'multi-GPUs': False, 'fp16': True, 'warm_up_epochs': 3, 'seed': 2020}

iter: 2, bce1: 0.7427915, bce2: 0.7077565, bce3: 0.7096775, hinge1: 1.8482485, hinge2: 1.6870005, hinge3: 2.3776595, cla: 2.2900885, lr: 0.0000008
iter: 5945, bce1: 0.0589045, bce2: 0.0596055, bce3: 0.0551675, hinge1: 0.4568165, hinge2: 0.4578685, hinge3: 0.4233875, cla: 0.4695305, lr: 0.0000338
iter: 5946, bce1: 0.0589115, bce2: 0.0596195, bce3: 0.0551515, hinge1: 0.4566165, hinge2: 0.4577255, hinge3: 0.4232735, cla: 0.4691985, lr: 0.0000338
iter: 5947, bce1: 0.0588755, bce2: 0.0595955, bce3: 0.0551325, hinge1: 0.4564245, hinge2: 0.4576195, hinge3: 0.4230235, cla: 0.4687955, lr: 0.0000338
iter: 5948, bce1: 0.0588555, bce2: 0.0595755, bce3: 0.0551165, hinge1: 0.4561625, hinge2: 0.4573475, hinge3: 0.4227235, cla: 0.4685275, lr: 0.0000338
iter: 5949, bce1: 0.0588415, bce2: 0.0595575, bce3: 0.0551145, hinge1: 0.4560435, hinge2: 0.4571875, hinge3: 0.4227685, cla: 0.4683145, lr: 0.0000338
iter: 5950, bce1: 0.0588355, bce2: 0.0595945, bce3: 0.0550905, hinge1: 0.4562055, hinge2: 0.4573255, hinge3: 0.4227165, cla: 0.4680505, lr: 0.0000338
iter: 5951, bce1: 0.0588125, bce2: 0.0595785, bce3: 0.0550575, hinge1: 0.4561535, hinge2: 0.4573405, hinge3: 0.4226445, cla: 0.4676485, lr: 0.0000338
iter: 5952, bce1: 0.0588015, bce2: 0.0595705, bce3: 0.0550745, hinge1: 0.4561905, hinge2: 0.4571855, hinge3: 0.4226535, cla: 0.4673615, lr: 0.0000338
iter: 5953, bce1: 0.0588235, bce2: 0.0595625, bce3: 0.0550795, hinge1: 0.4564285, hinge2: 0.4569995, hinge3: 0.4229005, cla: 0.4672425, lr: 0.0000338
iter: 5954, bce1: 0.0588045, bce2: 0.0595445, bce3: 0.0550495, hinge1: 0.4563255, hinge2: 0.4568775, hinge3: 0.4227295, cla: 0.4668505, lr: 0.0000338
iter: 5955, bce1: 0.0587935, bce2: 0.0595425, bce3: 0.0550215, hinge1: 0.4570355, hinge2: 0.4575145, hinge3: 0.4230915, cla: 0.4664505, lr: 0.0000338
iter: 5956, bce1: 0.0587855, bce2: 0.0595295, bce3: 0.0550735, hinge1: 0.4571275, hinge2: 0.4575145, hinge3: 0.4228295, cla: 0.4664125, lr: 0.0000338
iter: 5957, bce1: 0.0587765, bce2: 0.0595105, bce3: 0.0550445, hinge1: 0.4570615, hinge2: 0.4573875, hinge3: 0.4227505, cla: 0.4660915, lr: 0.0000338
iter: 5958, bce1: 0.0587975, bce2: 0.0595125, bce3: 0.0550185, hinge1: 0.4572175, hinge2: 0.4573875, hinge3: 0.4227535, cla: 0.4657645, lr: 0.0000338
iter: 5959, bce1: 0.0587815, bce2: 0.0594945, bce3: 0.0549875, hinge1: 0.4570375, hinge2: 0.4572085, hinge3: 0.4226605, cla: 0.4653675, lr: 0.0000338
iter: 5960, bce1: 0.0587995, bce2: 0.0595015, bce3: 0.0549575, hinge1: 0.4569285, hinge2: 0.4570905, hinge3: 0.4225865, cla: 0.4649705, lr: 0.0000338
iter: 5961, bce1: 0.0587785, bce2: 0.0594785, bce3: 0.0549795, hinge1: 0.4568185, hinge2: 0.4570345, hinge3: 0.4227045, cla: 0.4645825, lr: 0.0000338
iter: 5962, bce1: 0.0587425, bce2: 0.0594445, bce3: 0.0550165, hinge1: 0.4568025, hinge2: 0.4570725, hinge3: 0.4224975, cla: 0.4642475, lr: 0.0000338
iter: 5963, bce1: 0.0587105, bce2: 0.0594135, bce3: 0.0549925, hinge1: 0.4564505, hinge2: 0.4567315, hinge3: 0.4225395, cla: 0.4638535, lr: 0.0000338
iter: 5964, bce1: 0.0586875, bce2: 0.0594055, bce3: 0.0549805, hinge1: 0.4564705, hinge2: 0.4567185, hinge3: 0.4225715, cla: 0.4634615, lr: 0.0000338
iter: 5965, bce1: 0.0587145, bce2: 0.0593975, bce3: 0.0549595, hinge1: 0.4564105, hinge2: 0.4566805, hinge3: 0.4226205, cla: 0.4630685, lr: 0.0000338
iter: 5966, bce1: 0.0587045, bce2: 0.0593945, bce3: 0.0549345, hinge1: 0.4567105, hinge2: 0.4571865, hinge3: 0.4225175, cla: 0.4626825, lr: 0.0000338
iter: 5967, bce1: 0.0586665, bce2: 0.0593555, bce3: 0.0549185, hinge1: 0.4564155, hinge2: 0.4568875, hinge3: 0.4223305, cla: 0.4622905, lr: 0.0000338
iter: 5968, bce1: 0.0586565, bce2: 0.0593485, bce3: 0.0548885, hinge1: 0.4563765, hinge2: 0.4567885, hinge3: 0.4222155, cla: 0.4618995, lr: 0.0000338
iter: 5969, bce1: 0.0586515, bce2: 0.0593425, bce3: 0.0548635, hinge1: 0.4562165, hinge2: 0.4566485, hinge3: 0.4220925, cla: 0.4615185, lr: 0.0000338
iter: 5970, bce1: 0.0586365, bce2: 0.0593255, bce3: 0.0548545, hinge1: 0.4561715, hinge2: 0.4566105, hinge3: 0.4218995, cla: 0.4614935, lr: 0.0000338
iter: 5971, bce1: 0.0586275, bce2: 0.0593185, bce3: 0.0548225, hinge1: 0.4562665, hinge2: 0.4567605, hinge3: 0.4217415, cla: 0.4618795, lr: 0.0000338
iter: 5972, bce1: 0.0586075, bce2: 0.0592945, bce3: 0.0547945, hinge1: 0.4560535, hinge2: 0.4565695, hinge3: 0.4215755, cla: 0.4615545, lr: 0.0000338
iter: 5973, bce1: 0.0585845, bce2: 0.0592615, bce3: 0.0547755, hinge1: 0.4557805, hinge2: 0.4562975, hinge3: 0.4214515, cla: 0.4614045, lr: 0.0000338
iter: 5974, bce1: 0.0585515, bce2: 0.0592345, bce3: 0.0548505, hinge1: 0.4558275, hinge2: 0.4568215, hinge3: 0.4212595, cla: 0.4610235, lr: 0.0000338
iter: 5975, bce1: 0.0585215, bce2: 0.0592035, bce3: 0.0548425, hinge1: 0.4556285, hinge2: 0.4566315, hinge3: 0.4212885, cla: 0.4607765, lr: 0.0000338
iter: 5976, bce1: 0.0585115, bce2: 0.0591905, bce3: 0.0548095, hinge1: 0.4557325, hinge2: 0.4565895, hinge3: 0.4212085, cla: 0.4603895, lr: 0.0000338
iter: 5977, bce1: 0.0585245, bce2: 0.0592085, bce3: 0.0547735, hinge1: 0.4556105, hinge2: 0.4564965, hinge3: 0.4210265, cla: 0.4600435, lr: 0.0000338
iter: 5978, bce1: 0.0584995, bce2: 0.0591875, bce3: 0.0547675, hinge1: 0.4557655, hinge2: 0.4565675, hinge3: 0.4211705, cla: 0.4596605, lr: 0.0000338
iter: 5979, bce1: 0.0585505, bce2: 0.0592385, bce3: 0.0547465, hinge1: 0.4557265, hinge2: 0.4565285, hinge3: 0.4209915, cla: 0.4597795, lr: 0.0000338
iter: 5980, bce1: 0.0585325, bce2: 0.0592225, bce3: 0.0547285, hinge1: 0.4555755, hinge2: 0.4562775, hinge3: 0.4208405, cla: 0.4595975, lr: 0.0000338
iter: 5981, bce1: 0.0585905, bce2: 0.0592755, bce3: 0.0547105, hinge1: 0.4552925, hinge2: 0.4560465, hinge3: 0.4208925, cla: 0.4592145, lr: 0.0000338
iter: 5982, bce1: 0.0585745, bce2: 0.0592515, bce3: 0.0546845, hinge1: 0.4554555, hinge2: 0.4562755, hinge3: 0.4209865, cla: 0.4588375, lr: 0.0000338
iter: 5983, bce1: 0.0585705, bce2: 0.0592425, bce3: 0.0546675, hinge1: 0.4553185, hinge2: 0.4561225, hinge3: 0.4207805, cla: 0.4584555, lr: 0.0000338
iter: 5984, bce1: 0.0585665, bce2: 0.0592395, bce3: 0.0546385, hinge1: 0.4553065, hinge2: 0.4561105, hinge3: 0.4206165, cla: 0.4581095, lr: 0.0000338
iter: 5985, bce1: 0.0585535, bce2: 0.0592095, bce3: 0.0546375, hinge1: 0.4552055, hinge2: 0.4558875, hinge3: 0.4206015, cla: 0.4605255, lr: 0.0000338
iter: 5986, bce1: 0.0585445, bce2: 0.0591975, bce3: 0.0546245, hinge1: 0.4554725, hinge2: 0.4558995, hinge3: 0.4206225, cla: 0.4601415, lr: 0.0000338
iter: 5987, bce1: 0.0585385, bce2: 0.0591955, bce3: 0.0546075, hinge1: 0.4556205, hinge2: 0.4559215, hinge3: 0.4204655, cla: 0.4597605, lr: 0.0000338
iter: 5988, bce1: 0.0585315, bce2: 0.0591785, bce3: 0.0545745, hinge1: 0.4554085, hinge2: 0.4556655, hinge3: 0.4204345, cla: 0.4593975, lr: 0.0000338
iter: 5989, bce1: 0.0585165, bce2: 0.0591655, bce3: 0.0545645, hinge1: 0.4554095, hinge2: 0.4556865, hinge3: 0.4204565, cla: 0.4590185, lr: 0.0000338
iter: 5990, bce1: 0.0584985, bce2: 0.0591425, bce3: 0.0546195, hinge1: 0.4550895, hinge2: 0.4553515, hinge3: 0.4204745, cla: 0.4586555, lr: 0.0000338
iter: 5991, bce1: 0.0584935, bce2: 0.0592115, bce3: 0.0546375, hinge1: 0.4549965, hinge2: 0.4552885, hinge3: 0.4203635, cla: 0.4587695, lr: 0.0000338
iter: 5992, bce1: 0.0584575, bce2: 0.0591775, bce3: 0.0546265, hinge1: 0.4549985, hinge2: 0.4553105, hinge3: 0.4201685, cla: 0.4583905, lr: 0.0000338
iter: 5993, bce1: 0.0584435, bce2: 0.0591615, bce3: 0.0546255, hinge1: 0.4550895, hinge2: 0.4553265, hinge3: 0.4200835, cla: 0.4580565, lr: 0.0000338
iter: 5994, bce1: 0.0584485, bce2: 0.0591725, bce3: 0.0546095, hinge1: 0.4551595, hinge2: 0.4553545, hinge3: 0.4201435, cla: 0.4576825, lr: 0.0000338
iter: 5995, bce1: 0.0584465, bce2: 0.0591575, bce3: 0.0545925, hinge1: 0.4551725, hinge2: 0.4552225, hinge3: 0.4199635, cla: 0.4573145, lr: 0.0000338
iter: 5996, bce1: 0.0584145, bce2: 0.0591295, bce3: 0.0545685, hinge1: 0.4551555, hinge2: 0.4552405, hinge3: 0.4198745, cla: 0.4574405, lr: 0.0000338
iter: 5997, bce1: 0.0583825, bce2: 0.0590945, bce3: 0.0545515, hinge1: 0.4552595, hinge2: 0.4551475, hinge3: 0.4198825, cla: 0.4572885, lr: 0.0000338
iter: 5998, bce1: 0.0583665, bce2: 0.0590735, bce3: 0.0545265, hinge1: 0.4551475, hinge2: 0.4550405, hinge3: 0.4198765, cla: 0.4569135, lr: 0.0000338
iter: 5999, bce1: 0.0583315, bce2: 0.0590415, bce3: 0.0545105, hinge1: 0.4550445, hinge2: 0.4552555, hinge3: 0.4197085, cla: 0.4565435, lr: 0.0000338
iter: 6000, bce1: 0.0583045, bce2: 0.0590115, bce3: 0.0545275, hinge1: 0.4554145, hinge2: 0.4553235, hinge3: 0.4198665, cla: 0.4561675, lr: 0.0000338
iter: 6001, bce1: 0.0582815, bce2: 0.0589915, bce3: 0.0547025, hinge1: 0.4555325, hinge2: 0.4551635, hinge3: 0.4197565, cla: 0.4557915, lr: 0.0000338
iter: 6002, bce1: 0.0582625, bce2: 0.0589775, bce3: 0.0548145, hinge1: 0.4555675, hinge2: 0.4551775, hinge3: 0.4202815, cla: 0.4554885, lr: 0.0000338
iter: 6003, bce1: 0.0582385, bce2: 0.0589535, bce3: 0.0547885, hinge1: 0.4554835, hinge2: 0.4550735, hinge3: 0.4200105, cla: 0.4551765, lr: 0.0000338
iter: 6004, bce1: 0.0582115, bce2: 0.0589695, bce3: 0.0547615, hinge1: 0.4552615, hinge2: 0.4548385, hinge3: 0.4200015, cla: 0.4548395, lr: 0.0000338
iter: 6005, bce1: 0.0582005, bce2: 0.0589525, bce3: 0.0547715, hinge1: 0.4551425, hinge2: 0.4546725, hinge3: 0.4202965, cla: 0.4544655, lr: 0.0000338
iter: 6006, bce1: 0.0581965, bce2: 0.0589325, bce3: 0.0547545, hinge1: 0.4548805, hinge2: 0.4544395, hinge3: 0.4200325, cla: 0.4540925, lr: 0.0000338
iter: 6007, bce1: 0.0581815, bce2: 0.0589225, bce3: 0.0547385, hinge1: 0.4552875, hinge2: 0.4551915, hinge3: 0.4200935, cla: 0.4537235, lr: 0.0000338
iter: 6008, bce1: 0.0581665, bce2: 0.0589185, bce3: 0.0547325, hinge1: 0.4554695, hinge2: 0.4555255, hinge3: 0.4199065, cla: 0.4534095, lr: 0.0000338
iter: 6009, bce1: 0.0581565, bce2: 0.0588995, bce3: 0.0547375, hinge1: 0.4554145, hinge2: 0.4553955, hinge3: 0.4196955, cla: 0.4530385, lr: 0.0000338
iter: 6010, bce1: 0.0581345, bce2: 0.0588845, bce3: 0.0547155, hinge1: 0.4551715, hinge2: 0.4552285, hinge3: 0.4199025, cla: 0.4527275, lr: 0.0000338
iter: 6011, bce1: 0.0581085, bce2: 0.0588615, bce3: 0.0547075, hinge1: 0.4550555, hinge2: 0.4552215, hinge3: 0.4198175, cla: 0.4524385, lr: 0.0000338
iter: 6012, bce1: 0.0581095, bce2: 0.0588565, bce3: 0.0546925, hinge1: 0.4549485, hinge2: 0.4551315, hinge3: 0.4197885, cla: 0.4520685, lr: 0.0000338
iter: 6013, bce1: 0.0581425, bce2: 0.0588545, bce3: 0.0546665, hinge1: 0.4548335, hinge2: 0.4550065, hinge3: 0.4197995, cla: 0.4517115, lr: 0.0000338
iter: 6014, bce1: 0.0581115, bce2: 0.0588235, bce3: 0.0546425, hinge1: 0.4547485, hinge2: 0.4549055, hinge3: 0.4197035, cla: 0.4513455, lr: 0.0000338
iter: 6015, bce1: 0.0581035, bce2: 0.0588215, bce3: 0.0546195, hinge1: 0.4547785, hinge2: 0.4549125, hinge3: 0.4196145, cla: 0.4509785, lr: 0.0000338
iter: 6016, bce1: 0.0581025, bce2: 0.0588165, bce3: 0.0546195, hinge1: 0.4547355, hinge2: 0.4548215, hinge3: 0.4195655, cla: 0.4507125, lr: 0.0000338
iter: 6017, bce1: 0.0580725, bce2: 0.0587925, bce3: 0.0546095, hinge1: 0.4547205, hinge2: 0.4548835, hinge3: 0.4197345, cla: 0.4503475, lr: 0.0000338
iter: 6018, bce1: 0.0580585, bce2: 0.0587775, bce3: 0.0545805, hinge1: 0.4543915, hinge2: 0.4545695, hinge3: 0.4196825, cla: 0.4500525, lr: 0.0000338
iter: 6019, bce1: 0.0580525, bce2: 0.0587545, bce3: 0.0545735, hinge1: 0.4547425, hinge2: 0.4547375, hinge3: 0.4196115, cla: 0.4498085, lr: 0.0000338
iter: 6020, bce1: 0.0580185, bce2: 0.0587195, bce3: 0.0545425, hinge1: 0.4546325, hinge2: 0.4545305, hinge3: 0.4197155, cla: 0.4494485, lr: 0.0000338
iter: 6021, bce1: 0.0579985, bce2: 0.0586985, bce3: 0.0545085, hinge1: 0.4545035, hinge2: 0.4543895, hinge3: 0.4196665, cla: 0.4503545, lr: 0.0000338
iter: 6022, bce1: 0.0579755, bce2: 0.0586745, bce3: 0.0544905, hinge1: 0.4541775, hinge2: 0.4540525, hinge3: 0.4193885, cla: 0.4500115, lr: 0.0000338
iter: 6023, bce1: 0.0579435, bce2: 0.0586485, bce3: 0.0544675, hinge1: 0.4539205, hinge2: 0.4539165, hinge3: 0.4193325, cla: 0.4496505, lr: 0.0000338
iter: 6024, bce1: 0.0579125, bce2: 0.0586175, bce3: 0.0544585, hinge1: 0.4537865, hinge2: 0.4538205, hinge3: 0.4192605, cla: 0.4492955, lr: 0.0000338
iter: 6025, bce1: 0.0578785, bce2: 0.0585895, bce3: 0.0544375, hinge1: 0.4535575, hinge2: 0.4536055, hinge3: 0.4194755, cla: 0.4489325, lr: 0.0000338
iter: 6026, bce1: 0.0578545, bce2: 0.0585695, bce3: 0.0544065, hinge1: 0.4532515, hinge2: 0.4534525, hinge3: 0.4195495, cla: 0.4485935, lr: 0.0000338
iter: 6027, bce1: 0.0578295, bce2: 0.0585515, bce3: 0.0544085, hinge1: 0.4530665, hinge2: 0.4533905, hinge3: 0.4195155, cla: 0.4482315, lr: 0.0000338
iter: 6028, bce1: 0.0578025, bce2: 0.0585285, bce3: 0.0543775, hinge1: 0.4529315, hinge2: 0.4532355, hinge3: 0.4193945, cla: 0.4478805, lr: 0.0000338
iter: 6029, bce1: 0.0577935, bce2: 0.0585215, bce3: 0.0543565, hinge1: 0.4529295, hinge2: 0.4530455, hinge3: 0.4194925, cla: 0.4475265, lr: 0.0000338
iter: 6030, bce1: 0.0577745, bce2: 0.0585065, bce3: 0.0543405, hinge1: 0.4528445, hinge2: 0.4530155, hinge3: 0.4192255, cla: 0.4471705, lr: 0.0000338
iter: 6031, bce1: 0.0577545, bce2: 0.0584895, bce3: 0.0543185, hinge1: 0.4532165, hinge2: 0.4531745, hinge3: 0.4190425, cla: 0.4468215, lr: 0.0000338
iter: 6032, bce1: 0.0577305, bce2: 0.0584635, bce3: 0.0543375, hinge1: 0.4529275, hinge2: 0.4529085, hinge3: 0.4191875, cla: 0.4464715, lr: 0.0000338
iter: 6033, bce1: 0.0577005, bce2: 0.0584325, bce3: 0.0543085, hinge1: 0.4530555, hinge2: 0.4529615, hinge3: 0.4189305, cla: 0.4461165, lr: 0.0000338
iter: 6034, bce1: 0.0576865, bce2: 0.0584345, bce3: 0.0543085, hinge1: 0.4529665, hinge2: 0.4528705, hinge3: 0.4189255, cla: 0.4459785, lr: 0.0000338
iter: 6035, bce1: 0.0576625, bce2: 0.0584145, bce3: 0.0542855, hinge1: 0.4527885, hinge2: 0.4528465, hinge3: 0.4188695, cla: 0.4456225, lr: 0.0000338
iter: 6036, bce1: 0.0576405, bce2: 0.0583865, bce3: 0.0542615, hinge1: 0.4527835, hinge2: 0.4528515, hinge3: 0.4186655, cla: 0.4454875, lr: 0.0000338
iter: 6037, bce1: 0.0576195, bce2: 0.0583645, bce3: 0.0542485, hinge1: 0.4526575, hinge2: 0.4527575, hinge3: 0.4185335, cla: 0.4451305, lr: 0.0000338
iter: 6038, bce1: 0.0576045, bce2: 0.0583455, bce3: 0.0542465, hinge1: 0.4527805, hinge2: 0.4528375, hinge3: 0.4186005, cla: 0.4447755, lr: 0.0000338
iter: 6039, bce1: 0.0575965, bce2: 0.0583445, bce3: 0.0542575, hinge1: 0.4526755, hinge2: 0.4528135, hinge3: 0.4184575, cla: 0.4449175, lr: 0.0000338
iter: 6040, bce1: 0.0575715, bce2: 0.0583195, bce3: 0.0542375, hinge1: 0.4530675, hinge2: 0.4533185, hinge3: 0.4184375, cla: 0.4445675, lr: 0.0000338
iter: 6041, bce1: 0.0575475, bce2: 0.0582965, bce3: 0.0542355, hinge1: 0.4533735, hinge2: 0.4536135, hinge3: 0.4183205, cla: 0.4442125, lr: 0.0000338
iter: 6042, bce1: 0.0575805, bce2: 0.0583225, bce3: 0.0542285, hinge1: 0.4533615, hinge2: 0.4536695, hinge3: 0.4181825, cla: 0.4438585, lr: 0.0000338
iter: 6043, bce1: 0.0576215, bce2: 0.0583605, bce3: 0.0542065, hinge1: 0.4531175, hinge2: 0.4533995, hinge3: 0.4181115, cla: 0.4435495, lr: 0.0000338
iter: 6044, bce1: 0.0576285, bce2: 0.0583525, bce3: 0.0541945, hinge1: 0.4532935, hinge2: 0.4532555, hinge3: 0.4179445, cla: 0.4432015, lr: 0.0000338
iter: 6045, bce1: 0.0576685, bce2: 0.0583975, bce3: 0.0542005, hinge1: 0.4530805, hinge2: 0.4530975, hinge3: 0.4180585, cla: 0.4428555, lr: 0.0000338
iter: 6046, bce1: 0.0576365, bce2: 0.0583645, bce3: 0.0541845, hinge1: 0.4532635, hinge2: 0.4532995, hinge3: 0.4179715, cla: 0.4430795, lr: 0.0000338
iter: 6047, bce1: 0.0576165, bce2: 0.0583565, bce3: 0.0545155, hinge1: 0.4531375, hinge2: 0.4532775, hinge3: 0.4182985, cla: 0.4427875, lr: 0.0000338
iter: 6048, bce1: 0.0575835, bce2: 0.0583265, bce3: 0.0545255, hinge1: 0.4531995, hinge2: 0.4532115, hinge3: 0.4180755, cla: 0.4425515, lr: 0.0000338
iter: 6049, bce1: 0.0575465, bce2: 0.0582895, bce3: 0.0545155, hinge1: 0.4534005, hinge2: 0.4534555, hinge3: 0.4179355, cla: 0.4422025, lr: 0.0000338
iter: 6050, bce1: 0.0577255, bce2: 0.0583715, bce3: 0.0544945, hinge1: 0.4533865, hinge2: 0.4532565, hinge3: 0.4178995, cla: 0.4425855, lr: 0.0000338
iter: 6051, bce1: 0.0577265, bce2: 0.0583685, bce3: 0.0544785, hinge1: 0.4532865, hinge2: 0.4531725, hinge3: 0.4176985, cla: 0.4422655, lr: 0.0000338
iter: 6052, bce1: 0.0576985, bce2: 0.0583375, bce3: 0.0544555, hinge1: 0.4533645, hinge2: 0.4532095, hinge3: 0.4176045, cla: 0.4429485, lr: 0.0000338
iter: 6053, bce1: 0.0576765, bce2: 0.0583145, bce3: 0.0544595, hinge1: 0.4535365, hinge2: 0.4533425, hinge3: 0.4175995, cla: 0.4425985, lr: 0.0000338
iter: 6054, bce1: 0.0576545, bce2: 0.0582925, bce3: 0.0544535, hinge1: 0.4534835, hinge2: 0.4536375, hinge3: 0.4174785, cla: 0.4422575, lr: 0.0000338
iter: 6055, bce1: 0.0576245, bce2: 0.0582705, bce3: 0.0544675, hinge1: 0.4532185, hinge2: 0.4534855, hinge3: 0.4172975, cla: 0.4419085, lr: 0.0000338
iter: 6056, bce1: 0.0575955, bce2: 0.0582445, bce3: 0.0544475, hinge1: 0.4534725, hinge2: 0.4535795, hinge3: 0.4171125, cla: 0.4415685, lr: 0.0000338
iter: 6057, bce1: 0.0575795, bce2: 0.0582305, bce3: 0.0544545, hinge1: 0.4532935, hinge2: 0.4534205, hinge3: 0.4170825, cla: 0.4413615, lr: 0.0000338
iter: 6058, bce1: 0.0575545, bce2: 0.0582175, bce3: 0.0544325, hinge1: 0.4532585, hinge2: 0.4533445, hinge3: 0.4168645, cla: 0.4410235, lr: 0.0000338
iter: 6059, bce1: 0.0575285, bce2: 0.0581955, bce3: 0.0544085, hinge1: 0.4532665, hinge2: 0.4534565, hinge3: 0.4167325, cla: 0.4406945, lr: 0.0000338
iter: 6060, bce1: 0.0575275, bce2: 0.0582135, bce3: 0.0544125, hinge1: 0.4531895, hinge2: 0.4533635, hinge3: 0.4166515, cla: 0.4403485, lr: 0.0000338
iter: 6061, bce1: 0.0577055, bce2: 0.0583965, bce3: 0.0543865, hinge1: 0.4532785, hinge2: 0.4534535, hinge3: 0.4168535, cla: 0.4400125, lr: 0.0000338
iter: 6062, bce1: 0.0576735, bce2: 0.0583685, bce3: 0.0543865, hinge1: 0.4532355, hinge2: 0.4533505, hinge3: 0.4167395, cla: 0.4397855, lr: 0.0000338
iter: 6063, bce1: 0.0576735, bce2: 0.0583775, bce3: 0.0543735, hinge1: 0.4530495, hinge2: 0.4532195, hinge3: 0.4169695, cla: 0.4394565, lr: 0.0000338
iter: 6064, bce1: 0.0576645, bce2: 0.0583695, bce3: 0.0544525, hinge1: 0.4530985, hinge2: 0.4532145, hinge3: 0.4169245, cla: 0.4392035, lr: 0.0000338
iter: 6065, bce1: 0.0576795, bce2: 0.0583715, bce3: 0.0544225, hinge1: 0.4531475, hinge2: 0.4531915, hinge3: 0.4169635, cla: 0.4389865, lr: 0.0000338
iter: 6066, bce1: 0.0576515, bce2: 0.0583445, bce3: 0.0544055, hinge1: 0.4529985, hinge2: 0.4530465, hinge3: 0.4169235, cla: 0.4391295, lr: 0.0000338
iter: 6067, bce1: 0.0576215, bce2: 0.0583105, bce3: 0.0544575, hinge1: 0.4531965, hinge2: 0.4531015, hinge3: 0.4170345, cla: 0.4387975, lr: 0.0000338
iter: 6068, bce1: 0.0575895, bce2: 0.0582795, bce3: 0.0544565, hinge1: 0.4531015, hinge2: 0.4529285, hinge3: 0.4171315, cla: 0.4385115, lr: 0.0000338
iter: 6069, bce1: 0.0577055, bce2: 0.0582755, bce3: 0.0544335, hinge1: 0.4530735, hinge2: 0.4527255, hinge3: 0.4170315, cla: 0.4381785, lr: 0.0000338
iter: 6070, bce1: 0.0576715, bce2: 0.0582405, bce3: 0.0544825, hinge1: 0.4529935, hinge2: 0.4526455, hinge3: 0.4169105, cla: 0.4378545, lr: 0.0000338
iter: 6071, bce1: 0.0576685, bce2: 0.0582435, bce3: 0.0544545, hinge1: 0.4528315, hinge2: 0.4525805, hinge3: 0.4167035, cla: 0.4375145, lr: 0.0000338
iter: 6072, bce1: 0.0576795, bce2: 0.0582505, bce3: 0.0544385, hinge1: 0.4527915, hinge2: 0.4525475, hinge3: 0.4165335, cla: 0.4371745, lr: 0.0000338
iter: 6073, bce1: 0.0576645, bce2: 0.0582265, bce3: 0.0544265, hinge1: 0.4528595, hinge2: 0.4525565, hinge3: 0.4163085, cla: 0.4369235, lr: 0.0000338
iter: 6074, bce1: 0.0576485, bce2: 0.0582145, bce3: 0.0544075, hinge1: 0.4529455, hinge2: 0.4526345, hinge3: 0.4161505, cla: 0.4366025, lr: 0.0000338
iter: 6075, bce1: 0.0576245, bce2: 0.0581905, bce3: 0.0543925, hinge1: 0.4529385, hinge2: 0.4526505, hinge3: 0.4162755, cla: 0.4364395, lr: 0.0000338
iter: 6076, bce1: 0.0576955, bce2: 0.0582115, bce3: 0.0546215, hinge1: 0.4531705, hinge2: 0.4527525, hinge3: 0.4166985, cla: 0.4361055, lr: 0.0000338
iter: 6077, bce1: 0.0576875, bce2: 0.0582035, bce3: 0.0546005, hinge1: 0.4532985, hinge2: 0.4529055, hinge3: 0.4165275, cla: 0.4357785, lr: 0.0000338
iter: 6078, bce1: 0.0576855, bce2: 0.0581995, bce3: 0.0545725, hinge1: 0.4532835, hinge2: 0.4528995, hinge3: 0.4163905, cla: 0.4354435, lr: 0.0000338
iter: 6079, bce1: 0.0577095, bce2: 0.0581935, bce3: 0.0545605, hinge1: 0.4536135, hinge2: 0.4529785, hinge3: 0.4162685, cla: 0.4405425, lr: 0.0000338
iter: 6080, bce1: 0.0576885, bce2: 0.0581695, bce3: 0.0545505, hinge1: 0.4535225, hinge2: 0.4529785, hinge3: 0.4160545, cla: 0.4405505, lr: 0.0000338
iter: 6081, bce1: 0.0577215, bce2: 0.0581825, bce3: 0.0545195, hinge1: 0.4533825, hinge2: 0.4527895, hinge3: 0.4158675, cla: 0.4402175, lr: 0.0000338
iter: 6082, bce1: 0.0576895, bce2: 0.0581515, bce3: 0.0545175, hinge1: 0.4531805, hinge2: 0.4527225, hinge3: 0.4157915, cla: 0.4398905, lr: 0.0000338
iter: 6083, bce1: 0.0576975, bce2: 0.0581865, bce3: 0.0544935, hinge1: 0.4533225, hinge2: 0.4527755, hinge3: 0.4158105, cla: 0.4396705, lr: 0.0000338
iter: 6084, bce1: 0.0576895, bce2: 0.0581805, bce3: 0.0545195, hinge1: 0.4530095, hinge2: 0.4524695, hinge3: 0.4156995, cla: 0.4393455, lr: 0.0000338
iter: 6085, bce1: 0.0576685, bce2: 0.0581595, bce3: 0.0545185, hinge1: 0.4528945, hinge2: 0.4523325, hinge3: 0.4157115, cla: 0.4393205, lr: 0.0000338
iter: 6086, bce1: 0.0576505, bce2: 0.0581495, bce3: 0.0544935, hinge1: 0.4527655, hinge2: 0.4521785, hinge3: 0.4158295, cla: 0.4390255, lr: 0.0000338
iter: 6087, bce1: 0.0576435, bce2: 0.0581315, bce3: 0.0544625, hinge1: 0.4527325, hinge2: 0.4520695, hinge3: 0.4159675, cla: 0.4387505, lr: 0.0000338
