{'max_epoch': 12, 'train_batch_size': 2, 'last_iter': 0, 'finetune_lr': 5e-05, 'scratch_lr': 0.0005, 'weight_decay': 0.0005, 'momentum': 0.9, 'snapshot': '', 'scale': 416, 'multi-scale': None, 'gpu': '0,1', 'multi-GPUs': False, 'fp16': True, 'warm_up_epochs': 3, 'seed': 2020}

iter: 2, bce1: 0.7427915, bce2: 0.7077565, bce3: 0.7096775, hinge1: 1.8482485, hinge2: 1.6870005, hinge3: 2.3776595, cla: 2.2900885, lr: 0.0000008
iter: 4432, bce1: 0.1432765, bce2: 0.1430665, bce3: 0.1434675, hinge1: 0.7206805, hinge2: 0.7192125, hinge3: 0.6985895, cla: 0.5802215, lr: 0.0000178
iter: 4433, bce1: 0.1432235, bce2: 0.1430125, bce3: 0.1434235, hinge1: 0.7206805, hinge2: 0.7191885, hinge3: 0.6983305, cla: 0.5799415, lr: 0.0000178
iter: 4434, bce1: 0.1433435, bce2: 0.1431225, bce3: 0.1433785, hinge1: 0.7206825, hinge2: 0.7191705, hinge3: 0.6980815, cla: 0.5797355, lr: 0.0000178
iter: 4435, bce1: 0.1433025, bce2: 0.1430855, bce3: 0.1433265, hinge1: 0.7206725, hinge2: 0.7190095, hinge3: 0.6980535, cla: 0.5796055, lr: 0.0000178
iter: 4436, bce1: 0.1432885, bce2: 0.1430705, bce3: 0.1433095, hinge1: 0.7205135, hinge2: 0.7188885, hinge3: 0.6985935, cla: 0.5796755, lr: 0.0000178
iter: 4437, bce1: 0.1432495, bce2: 0.1430385, bce3: 0.1432625, hinge1: 0.7202995, hinge2: 0.7187015, hinge3: 0.6985545, cla: 0.5795025, lr: 0.0000178
iter: 4438, bce1: 0.1432555, bce2: 0.1430975, bce3: 0.1432325, hinge1: 0.7200645, hinge2: 0.7185825, hinge3: 0.6986705, cla: 0.5792225, lr: 0.0000178
iter: 4439, bce1: 0.1432095, bce2: 0.1430565, bce3: 0.1431865, hinge1: 0.7200935, hinge2: 0.7186155, hinge3: 0.6985585, cla: 0.5789865, lr: 0.0000178
iter: 4440, bce1: 0.1431795, bce2: 0.1430245, bce3: 0.1431475, hinge1: 0.7201445, hinge2: 0.7185805, hinge3: 0.6985545, cla: 0.5787945, lr: 0.0000178
iter: 4441, bce1: 0.1431355, bce2: 0.1429815, bce3: 0.1430985, hinge1: 0.7199245, hinge2: 0.7186765, hinge3: 0.6983825, cla: 0.5785485, lr: 0.0000178
iter: 4442, bce1: 0.1430995, bce2: 0.1429415, bce3: 0.1430535, hinge1: 0.7198065, hinge2: 0.7185575, hinge3: 0.6982695, cla: 0.5783155, lr: 0.0000178
iter: 4443, bce1: 0.1430465, bce2: 0.1428855, bce3: 0.1430055, hinge1: 0.7195785, hinge2: 0.7183145, hinge3: 0.6982065, cla: 0.5780425, lr: 0.0000178
iter: 4444, bce1: 0.1430125, bce2: 0.1428395, bce3: 0.1429595, hinge1: 0.7194025, hinge2: 0.7181615, hinge3: 0.6979075, cla: 0.5799265, lr: 0.0000178
iter: 4445, bce1: 0.1429625, bce2: 0.1427925, bce3: 0.1429425, hinge1: 0.7192415, hinge2: 0.7180875, hinge3: 0.6978225, cla: 0.5796515, lr: 0.0000178
iter: 4446, bce1: 0.1429145, bce2: 0.1427435, bce3: 0.1429095, hinge1: 0.7191455, hinge2: 0.7179935, hinge3: 0.6975295, cla: 0.5793795, lr: 0.0000178
iter: 4447, bce1: 0.1428635, bce2: 0.1426925, bce3: 0.1428675, hinge1: 0.7190515, hinge2: 0.7178705, hinge3: 0.6975315, cla: 0.5791115, lr: 0.0000178
iter: 4448, bce1: 0.1428195, bce2: 0.1426475, bce3: 0.1428295, hinge1: 0.7188075, hinge2: 0.7176195, hinge3: 0.6973395, cla: 0.5788345, lr: 0.0000178
iter: 4449, bce1: 0.1427725, bce2: 0.1425975, bce3: 0.1427785, hinge1: 0.7188325, hinge2: 0.7176345, hinge3: 0.6972075, cla: 0.5786125, lr: 0.0000178
iter: 4450, bce1: 0.1427235, bce2: 0.1425495, bce3: 0.1427215, hinge1: 0.7185895, hinge2: 0.7173345, hinge3: 0.6970025, cla: 0.5784095, lr: 0.0000178
iter: 4451, bce1: 0.1426745, bce2: 0.1424975, bce3: 0.1426855, hinge1: 0.7184195, hinge2: 0.7171615, hinge3: 0.6968115, cla: 0.5781385, lr: 0.0000178
iter: 4452, bce1: 0.1426245, bce2: 0.1424535, bce3: 0.1427145, hinge1: 0.7181555, hinge2: 0.7168865, hinge3: 0.6970945, cla: 0.5778725, lr: 0.0000178
iter: 4453, bce1: 0.1425825, bce2: 0.1424125, bce3: 0.1427005, hinge1: 0.7181525, hinge2: 0.7168875, hinge3: 0.6969525, cla: 0.5775975, lr: 0.0000178
iter: 4454, bce1: 0.1425505, bce2: 0.1423925, bce3: 0.1426475, hinge1: 0.7178485, hinge2: 0.7165965, hinge3: 0.6970955, cla: 0.5773565, lr: 0.0000178
iter: 4455, bce1: 0.1425045, bce2: 0.1423495, bce3: 0.1425995, hinge1: 0.7175915, hinge2: 0.7163675, hinge3: 0.6969665, cla: 0.5771075, lr: 0.0000178
iter: 4456, bce1: 0.1424535, bce2: 0.1422985, bce3: 0.1425515, hinge1: 0.7172815, hinge2: 0.7160995, hinge3: 0.6967795, cla: 0.5768545, lr: 0.0000178
iter: 4457, bce1: 0.1424185, bce2: 0.1422665, bce3: 0.1425125, hinge1: 0.7172245, hinge2: 0.7161625, hinge3: 0.6966085, cla: 0.5770465, lr: 0.0000178
iter: 4458, bce1: 0.1423765, bce2: 0.1422695, bce3: 0.1424735, hinge1: 0.7169215, hinge2: 0.7159085, hinge3: 0.6965355, cla: 0.5774855, lr: 0.0000178
iter: 4459, bce1: 0.1423335, bce2: 0.1422245, bce3: 0.1424245, hinge1: 0.7168655, hinge2: 0.7161695, hinge3: 0.6963375, cla: 0.5772255, lr: 0.0000178
iter: 4460, bce1: 0.1422845, bce2: 0.1421775, bce3: 0.1423725, hinge1: 0.7167265, hinge2: 0.7161065, hinge3: 0.6961035, cla: 0.5769645, lr: 0.0000178
iter: 4461, bce1: 0.1422395, bce2: 0.1421395, bce3: 0.1423285, hinge1: 0.7164615, hinge2: 0.7158305, hinge3: 0.6959765, cla: 0.5767735, lr: 0.0000178
iter: 4462, bce1: 0.1421965, bce2: 0.1420845, bce3: 0.1422915, hinge1: 0.7161495, hinge2: 0.7154985, hinge3: 0.6957295, cla: 0.5764955, lr: 0.0000178
iter: 4463, bce1: 0.1421615, bce2: 0.1420485, bce3: 0.1422435, hinge1: 0.7163125, hinge2: 0.7154865, hinge3: 0.6958725, cla: 0.5762185, lr: 0.0000178
iter: 4464, bce1: 0.1421265, bce2: 0.1420065, bce3: 0.1421975, hinge1: 0.7163295, hinge2: 0.7154125, hinge3: 0.6957785, cla: 0.5759625, lr: 0.0000178
iter: 4465, bce1: 0.1421095, bce2: 0.1419815, bce3: 0.1421475, hinge1: 0.7165545, hinge2: 0.7154445, hinge3: 0.6957135, cla: 0.5758775, lr: 0.0000178
iter: 4466, bce1: 0.1420595, bce2: 0.1419305, bce3: 0.1420995, hinge1: 0.7163635, hinge2: 0.7152335, hinge3: 0.6956695, cla: 0.5756125, lr: 0.0000178
iter: 4467, bce1: 0.1420345, bce2: 0.1419125, bce3: 0.1420495, hinge1: 0.7161495, hinge2: 0.7150355, hinge3: 0.6954725, cla: 0.5753585, lr: 0.0000178
iter: 4468, bce1: 0.1419935, bce2: 0.1418755, bce3: 0.1420035, hinge1: 0.7163775, hinge2: 0.7153045, hinge3: 0.6954605, cla: 0.5750815, lr: 0.0000178
iter: 4469, bce1: 0.1419465, bce2: 0.1418275, bce3: 0.1419575, hinge1: 0.7161745, hinge2: 0.7150655, hinge3: 0.6955165, cla: 0.5748825, lr: 0.0000178
iter: 4470, bce1: 0.1419035, bce2: 0.1417855, bce3: 0.1419015, hinge1: 0.7160685, hinge2: 0.7149825, hinge3: 0.6952075, cla: 0.5747035, lr: 0.0000178
iter: 4471, bce1: 0.1418585, bce2: 0.1417475, bce3: 0.1419005, hinge1: 0.7158455, hinge2: 0.7147955, hinge3: 0.6950895, cla: 0.5744305, lr: 0.0000178
iter: 4472, bce1: 0.1418215, bce2: 0.1417035, bce3: 0.1418565, hinge1: 0.7157225, hinge2: 0.7146135, hinge3: 0.6949295, cla: 0.5741545, lr: 0.0000178
iter: 4473, bce1: 0.1417835, bce2: 0.1416595, bce3: 0.1418025, hinge1: 0.7154995, hinge2: 0.7144185, hinge3: 0.6948845, cla: 0.5740085, lr: 0.0000178
iter: 4474, bce1: 0.1417255, bce2: 0.1416035, bce3: 0.1418045, hinge1: 0.7152675, hinge2: 0.7142175, hinge3: 0.6946815, cla: 0.5737395, lr: 0.0000178
iter: 4475, bce1: 0.1416785, bce2: 0.1415555, bce3: 0.1417515, hinge1: 0.7151905, hinge2: 0.7142165, hinge3: 0.6943965, cla: 0.5734805, lr: 0.0000178
iter: 4476, bce1: 0.1416375, bce2: 0.1415115, bce3: 0.1417255, hinge1: 0.7150975, hinge2: 0.7140655, hinge3: 0.6941845, cla: 0.5732105, lr: 0.0000178
iter: 4477, bce1: 0.1415895, bce2: 0.1414765, bce3: 0.1416715, hinge1: 0.7149575, hinge2: 0.7139915, hinge3: 0.6940285, cla: 0.5732005, lr: 0.0000178
iter: 4478, bce1: 0.1415455, bce2: 0.1414295, bce3: 0.1416315, hinge1: 0.7148125, hinge2: 0.7137655, hinge3: 0.6938145, cla: 0.5729265, lr: 0.0000178
iter: 4479, bce1: 0.1414945, bce2: 0.1413795, bce3: 0.1416135, hinge1: 0.7145845, hinge2: 0.7135735, hinge3: 0.6936405, cla: 0.5726575, lr: 0.0000178
iter: 4480, bce1: 0.1414555, bce2: 0.1413345, bce3: 0.1415635, hinge1: 0.7145295, hinge2: 0.7134795, hinge3: 0.6936995, cla: 0.5748205, lr: 0.0000178
iter: 4481, bce1: 0.1414005, bce2: 0.1412795, bce3: 0.1415185, hinge1: 0.7143025, hinge2: 0.7132935, hinge3: 0.6936785, cla: 0.5748355, lr: 0.0000178
iter: 4482, bce1: 0.1413585, bce2: 0.1412395, bce3: 0.1414855, hinge1: 0.7140685, hinge2: 0.7130635, hinge3: 0.6936735, cla: 0.5745775, lr: 0.0000178
iter: 4483, bce1: 0.1413065, bce2: 0.1411875, bce3: 0.1414585, hinge1: 0.7139025, hinge2: 0.7129045, hinge3: 0.6935065, cla: 0.5743085, lr: 0.0000178
iter: 4484, bce1: 0.1412715, bce2: 0.1411525, bce3: 0.1414315, hinge1: 0.7138325, hinge2: 0.7129815, hinge3: 0.6933905, cla: 0.5740365, lr: 0.0000178
iter: 4485, bce1: 0.1412175, bce2: 0.1410995, bce3: 0.1413825, hinge1: 0.7137105, hinge2: 0.7128325, hinge3: 0.6933925, cla: 0.5737625, lr: 0.0000178
iter: 4486, bce1: 0.1411925, bce2: 0.1410565, bce3: 0.1413785, hinge1: 0.7135135, hinge2: 0.7126325, hinge3: 0.6932345, cla: 0.5740165, lr: 0.0000178
iter: 4487, bce1: 0.1411455, bce2: 0.1410105, bce3: 0.1413305, hinge1: 0.7132325, hinge2: 0.7123725, hinge3: 0.6930385, cla: 0.5737445, lr: 0.0000178
iter: 4488, bce1: 0.1411125, bce2: 0.1409735, bce3: 0.1412755, hinge1: 0.7131635, hinge2: 0.7122095, hinge3: 0.6928205, cla: 0.5734795, lr: 0.0000178
iter: 4489, bce1: 0.1410645, bce2: 0.1409255, bce3: 0.1412475, hinge1: 0.7131335, hinge2: 0.7121575, hinge3: 0.6926665, cla: 0.5732995, lr: 0.0000178
iter: 4490, bce1: 0.1410065, bce2: 0.1408705, bce3: 0.1412205, hinge1: 0.7129115, hinge2: 0.7120455, hinge3: 0.6926865, cla: 0.5732295, lr: 0.0000178
iter: 4491, bce1: 0.1409595, bce2: 0.1408235, bce3: 0.1411745, hinge1: 0.7126715, hinge2: 0.7117855, hinge3: 0.6924565, cla: 0.5734755, lr: 0.0000178
iter: 4492, bce1: 0.1409145, bce2: 0.1407785, bce3: 0.1411255, hinge1: 0.7125995, hinge2: 0.7117065, hinge3: 0.6922225, cla: 0.5732025, lr: 0.0000178
iter: 4493, bce1: 0.1408815, bce2: 0.1407395, bce3: 0.1411035, hinge1: 0.7125955, hinge2: 0.7116185, hinge3: 0.6921155, cla: 0.5729485, lr: 0.0000178
iter: 4494, bce1: 0.1408485, bce2: 0.1406995, bce3: 0.1410575, hinge1: 0.7123255, hinge2: 0.7113785, hinge3: 0.6920475, cla: 0.5726795, lr: 0.0000178
iter: 4495, bce1: 0.1408005, bce2: 0.1406485, bce3: 0.1410045, hinge1: 0.7122935, hinge2: 0.7113315, hinge3: 0.6920255, cla: 0.5724235, lr: 0.0000178
iter: 4496, bce1: 0.1407615, bce2: 0.1406075, bce3: 0.1409955, hinge1: 0.7121555, hinge2: 0.7111595, hinge3: 0.6918155, cla: 0.5723035, lr: 0.0000178
iter: 4497, bce1: 0.1407115, bce2: 0.1405555, bce3: 0.1409445, hinge1: 0.7119235, hinge2: 0.7109625, hinge3: 0.6916705, cla: 0.5721085, lr: 0.0000178
iter: 4498, bce1: 0.1406575, bce2: 0.1405205, bce3: 0.1408995, hinge1: 0.7118075, hinge2: 0.7110555, hinge3: 0.6916035, cla: 0.5718505, lr: 0.0000178
iter: 4499, bce1: 0.1406425, bce2: 0.1405005, bce3: 0.1408545, hinge1: 0.7115495, hinge2: 0.7107515, hinge3: 0.6915135, cla: 0.5715845, lr: 0.0000178
iter: 4500, bce1: 0.1405895, bce2: 0.1404515, bce3: 0.1408135, hinge1: 0.7114145, hinge2: 0.7104895, hinge3: 0.6913745, cla: 0.5749345, lr: 0.0000178
iter: 4501, bce1: 0.1405405, bce2: 0.1404055, bce3: 0.1407595, hinge1: 0.7113265, hinge2: 0.7104155, hinge3: 0.6912145, cla: 0.5746875, lr: 0.0000178
iter: 4502, bce1: 0.1404945, bce2: 0.1403595, bce3: 0.1407155, hinge1: 0.7110425, hinge2: 0.7101545, hinge3: 0.6910825, cla: 0.5744165, lr: 0.0000178
iter: 4503, bce1: 0.1404545, bce2: 0.1403205, bce3: 0.1406795, hinge1: 0.7109745, hinge2: 0.7100325, hinge3: 0.6907935, cla: 0.5741695, lr: 0.0000178
iter: 4504, bce1: 0.1404055, bce2: 0.1402715, bce3: 0.1406375, hinge1: 0.7107425, hinge2: 0.7097905, hinge3: 0.6908425, cla: 0.5741015, lr: 0.0000178
iter: 4505, bce1: 0.1403605, bce2: 0.1402335, bce3: 0.1405955, hinge1: 0.7106135, hinge2: 0.7095885, hinge3: 0.6908925, cla: 0.5738545, lr: 0.0000178
iter: 4506, bce1: 0.1403195, bce2: 0.1401825, bce3: 0.1405955, hinge1: 0.7105965, hinge2: 0.7093885, hinge3: 0.6906545, cla: 0.5737455, lr: 0.0000178
iter: 4507, bce1: 0.1402975, bce2: 0.1401535, bce3: 0.1405475, hinge1: 0.7103625, hinge2: 0.7091235, hinge3: 0.6904045, cla: 0.5742915, lr: 0.0000178
iter: 4508, bce1: 0.1406075, bce2: 0.1402095, bce3: 0.1404935, hinge1: 0.7106865, hinge2: 0.7089845, hinge3: 0.6902125, cla: 0.5740255, lr: 0.0000178
iter: 4509, bce1: 0.1405555, bce2: 0.1401585, bce3: 0.1404525, hinge1: 0.7106035, hinge2: 0.7088035, hinge3: 0.6901365, cla: 0.5737545, lr: 0.0000178
iter: 4510, bce1: 0.1405035, bce2: 0.1401115, bce3: 0.1404115, hinge1: 0.7104925, hinge2: 0.7087805, hinge3: 0.6903275, cla: 0.5735525, lr: 0.0000178
iter: 4511, bce1: 0.1404575, bce2: 0.1400705, bce3: 0.1403665, hinge1: 0.7104165, hinge2: 0.7087095, hinge3: 0.6904905, cla: 0.5733415, lr: 0.0000178
iter: 4512, bce1: 0.1404085, bce2: 0.1400205, bce3: 0.1403255, hinge1: 0.7105635, hinge2: 0.7086695, hinge3: 0.6904615, cla: 0.5731135, lr: 0.0000178
iter: 4513, bce1: 0.1403795, bce2: 0.1399955, bce3: 0.1403205, hinge1: 0.7105665, hinge2: 0.7086855, hinge3: 0.6901995, cla: 0.5728445, lr: 0.0000178
iter: 4514, bce1: 0.1403385, bce2: 0.1399525, bce3: 0.1402725, hinge1: 0.7103855, hinge2: 0.7085065, hinge3: 0.6900135, cla: 0.5725895, lr: 0.0000178
iter: 4515, bce1: 0.1402895, bce2: 0.1399015, bce3: 0.1402275, hinge1: 0.7102495, hinge2: 0.7082805, hinge3: 0.6902175, cla: 0.5724105, lr: 0.0000178
iter: 4516, bce1: 0.1402515, bce2: 0.1398955, bce3: 0.1401965, hinge1: 0.7100955, hinge2: 0.7081755, hinge3: 0.6901615, cla: 0.5726065, lr: 0.0000178
iter: 4517, bce1: 0.1402145, bce2: 0.1398585, bce3: 0.1401885, hinge1: 0.7098685, hinge2: 0.7080015, hinge3: 0.6901045, cla: 0.5724345, lr: 0.0000178
iter: 4518, bce1: 0.1401935, bce2: 0.1398335, bce3: 0.1401345, hinge1: 0.7097835, hinge2: 0.7079645, hinge3: 0.6900395, cla: 0.5721655, lr: 0.0000178
iter: 4519, bce1: 0.1401425, bce2: 0.1397845, bce3: 0.1400905, hinge1: 0.7097415, hinge2: 0.7079055, hinge3: 0.6898015, cla: 0.5719045, lr: 0.0000178
iter: 4520, bce1: 0.1401025, bce2: 0.1397435, bce3: 0.1400415, hinge1: 0.7100505, hinge2: 0.7080355, hinge3: 0.6898395, cla: 0.5717205, lr: 0.0000178
iter: 4521, bce1: 0.1400605, bce2: 0.1397005, bce3: 0.1399945, hinge1: 0.7099125, hinge2: 0.7080805, hinge3: 0.6895665, cla: 0.5715025, lr: 0.0000178
iter: 4522, bce1: 0.1400015, bce2: 0.1396445, bce3: 0.1399845, hinge1: 0.7097375, hinge2: 0.7079815, hinge3: 0.6892865, cla: 0.5712505, lr: 0.0000178
iter: 4523, bce1: 0.1399655, bce2: 0.1396095, bce3: 0.1399335, hinge1: 0.7094955, hinge2: 0.7077405, hinge3: 0.6893295, cla: 0.5709825, lr: 0.0000178
iter: 4524, bce1: 0.1399225, bce2: 0.1395585, bce3: 0.1399425, hinge1: 0.7092925, hinge2: 0.7075115, hinge3: 0.6893155, cla: 0.5707255, lr: 0.0000178
iter: 4525, bce1: 0.1398745, bce2: 0.1395085, bce3: 0.1398935, hinge1: 0.7090405, hinge2: 0.7072275, hinge3: 0.6891655, cla: 0.5705915, lr: 0.0000178
iter: 4526, bce1: 0.1398375, bce2: 0.1394725, bce3: 0.1398525, hinge1: 0.7090175, hinge2: 0.7073005, hinge3: 0.6890465, cla: 0.5703275, lr: 0.0000178
iter: 4527, bce1: 0.1398075, bce2: 0.1394315, bce3: 0.1398275, hinge1: 0.7089655, hinge2: 0.7071665, hinge3: 0.6888495, cla: 0.5700685, lr: 0.0000178
iter: 4528, bce1: 0.1397745, bce2: 0.1393985, bce3: 0.1397755, hinge1: 0.7089475, hinge2: 0.7072125, hinge3: 0.6886485, cla: 0.5698155, lr: 0.0000178
iter: 4529, bce1: 0.1397175, bce2: 0.1393405, bce3: 0.1397355, hinge1: 0.7086805, hinge2: 0.7069585, hinge3: 0.6884605, cla: 0.5695845, lr: 0.0000178
iter: 4530, bce1: 0.1396705, bce2: 0.1392945, bce3: 0.1397835, hinge1: 0.7083765, hinge2: 0.7066805, hinge3: 0.6887455, cla: 0.5693525, lr: 0.0000178
iter: 4531, bce1: 0.1396205, bce2: 0.1392485, bce3: 0.1397425, hinge1: 0.7082855, hinge2: 0.7066345, hinge3: 0.6886425, cla: 0.5690985, lr: 0.0000178
iter: 4532, bce1: 0.1395675, bce2: 0.1391985, bce3: 0.1397045, hinge1: 0.7080785, hinge2: 0.7064305, hinge3: 0.6886505, cla: 0.5688365, lr: 0.0000178
iter: 4533, bce1: 0.1395225, bce2: 0.1391555, bce3: 0.1396555, hinge1: 0.7079505, hinge2: 0.7063125, hinge3: 0.6886325, cla: 0.5685705, lr: 0.0000178
iter: 4534, bce1: 0.1394765, bce2: 0.1391095, bce3: 0.1396065, hinge1: 0.7078475, hinge2: 0.7062605, hinge3: 0.6886975, cla: 0.5683055, lr: 0.0000178
iter: 4535, bce1: 0.1394475, bce2: 0.1390785, bce3: 0.1395855, hinge1: 0.7078315, hinge2: 0.7062035, hinge3: 0.6886135, cla: 0.5680575, lr: 0.0000178
iter: 4536, bce1: 0.1393985, bce2: 0.1390305, bce3: 0.1395355, hinge1: 0.7076545, hinge2: 0.7060075, hinge3: 0.6886585, cla: 0.5679975, lr: 0.0000178
iter: 4537, bce1: 0.1393845, bce2: 0.1390055, bce3: 0.1394975, hinge1: 0.7075115, hinge2: 0.7058555, hinge3: 0.6884845, cla: 0.5677525, lr: 0.0000178
iter: 4538, bce1: 0.1393435, bce2: 0.1389595, bce3: 0.1394425, hinge1: 0.7073705, hinge2: 0.7056515, hinge3: 0.6884495, cla: 0.5676065, lr: 0.0000178
iter: 4539, bce1: 0.1392945, bce2: 0.1389115, bce3: 0.1394055, hinge1: 0.7072735, hinge2: 0.7055525, hinge3: 0.6882625, cla: 0.5673555, lr: 0.0000178
iter: 4540, bce1: 0.1392425, bce2: 0.1388585, bce3: 0.1393595, hinge1: 0.7070545, hinge2: 0.7053455, hinge3: 0.6882575, cla: 0.5671385, lr: 0.0000178
iter: 4541, bce1: 0.1392145, bce2: 0.1388365, bce3: 0.1393285, hinge1: 0.7069685, hinge2: 0.7053195, hinge3: 0.6880735, cla: 0.5668755, lr: 0.0000178
iter: 4542, bce1: 0.1391625, bce2: 0.1387855, bce3: 0.1392755, hinge1: 0.7069655, hinge2: 0.7052475, hinge3: 0.6878325, cla: 0.5666175, lr: 0.0000178
iter: 4543, bce1: 0.1391145, bce2: 0.1387365, bce3: 0.1392355, hinge1: 0.7069525, hinge2: 0.7051825, hinge3: 0.6878075, cla: 0.5664475, lr: 0.0000178
iter: 4544, bce1: 0.1390635, bce2: 0.1386875, bce3: 0.1392405, hinge1: 0.7066725, hinge2: 0.7049025, hinge3: 0.6875625, cla: 0.5661945, lr: 0.0000178
iter: 4545, bce1: 0.1390105, bce2: 0.1386335, bce3: 0.1391945, hinge1: 0.7066215, hinge2: 0.7048175, hinge3: 0.6874205, cla: 0.5662695, lr: 0.0000178
iter: 4546, bce1: 0.1389655, bce2: 0.1385885, bce3: 0.1391505, hinge1: 0.7064225, hinge2: 0.7046315, hinge3: 0.6872825, cla: 0.5660455, lr: 0.0000178
iter: 4547, bce1: 0.1389235, bce2: 0.1385435, bce3: 0.1391605, hinge1: 0.7062065, hinge2: 0.7044205, hinge3: 0.6870385, cla: 0.5657835, lr: 0.0000178
iter: 4548, bce1: 0.1389195, bce2: 0.1384945, bce3: 0.1391075, hinge1: 0.7061705, hinge2: 0.7042675, hinge3: 0.6870235, cla: 0.5657475, lr: 0.0000178
iter: 4549, bce1: 0.1388715, bce2: 0.1384445, bce3: 0.1390855, hinge1: 0.7059875, hinge2: 0.7040735, hinge3: 0.6868815, cla: 0.5654885, lr: 0.0000178
iter: 4550, bce1: 0.1388405, bce2: 0.1384135, bce3: 0.1390435, hinge1: 0.7061175, hinge2: 0.7041865, hinge3: 0.6869075, cla: 0.5652275, lr: 0.0000178
iter: 4551, bce1: 0.1388035, bce2: 0.1383795, bce3: 0.1390075, hinge1: 0.7059695, hinge2: 0.7041185, hinge3: 0.6868505, cla: 0.5650015, lr: 0.0000178
iter: 4552, bce1: 0.1387555, bce2: 0.1383355, bce3: 0.1389555, hinge1: 0.7057445, hinge2: 0.7039105, hinge3: 0.6866065, cla: 0.5647395, lr: 0.0000178
iter: 4553, bce1: 0.1387235, bce2: 0.1383055, bce3: 0.1389115, hinge1: 0.7055445, hinge2: 0.7036825, hinge3: 0.6863965, cla: 0.5648185, lr: 0.0000178
iter: 4554, bce1: 0.1386805, bce2: 0.1382595, bce3: 0.1388635, hinge1: 0.7052485, hinge2: 0.7033965, hinge3: 0.6862515, cla: 0.5645885, lr: 0.0000178
iter: 4555, bce1: 0.1387385, bce2: 0.1383055, bce3: 0.1388145, hinge1: 0.7052695, hinge2: 0.7033685, hinge3: 0.6860465, cla: 0.5652045, lr: 0.0000178
iter: 4556, bce1: 0.1387755, bce2: 0.1383345, bce3: 0.1387755, hinge1: 0.7051445, hinge2: 0.7032025, hinge3: 0.6859685, cla: 0.5649455, lr: 0.0000178
iter: 4557, bce1: 0.1387325, bce2: 0.1382915, bce3: 0.1387265, hinge1: 0.7049875, hinge2: 0.7030425, hinge3: 0.6859585, cla: 0.5647095, lr: 0.0000178
iter: 4558, bce1: 0.1387015, bce2: 0.1382555, bce3: 0.1386855, hinge1: 0.7048805, hinge2: 0.7028945, hinge3: 0.6856655, cla: 0.5657755, lr: 0.0000178
iter: 4559, bce1: 0.1386535, bce2: 0.1382075, bce3: 0.1386405, hinge1: 0.7047995, hinge2: 0.7028935, hinge3: 0.6856655, cla: 0.5658495, lr: 0.0000178
iter: 4560, bce1: 0.1386025, bce2: 0.1381545, bce3: 0.1385895, hinge1: 0.7046795, hinge2: 0.7027415, hinge3: 0.6855055, cla: 0.5655985, lr: 0.0000178
iter: 4561, bce1: 0.1385775, bce2: 0.1381225, bce3: 0.1385535, hinge1: 0.7047465, hinge2: 0.7027615, hinge3: 0.6853725, cla: 0.5653895, lr: 0.0000178
iter: 4562, bce1: 0.1385345, bce2: 0.1380795, bce3: 0.1385115, hinge1: 0.7045125, hinge2: 0.7025155, hinge3: 0.6851685, cla: 0.5656015, lr: 0.0000178
iter: 4563, bce1: 0.1385165, bce2: 0.1380625, bce3: 0.1384805, hinge1: 0.7042475, hinge2: 0.7022265, hinge3: 0.6849955, cla: 0.5653475, lr: 0.0000178
iter: 4564, bce1: 0.1384675, bce2: 0.1380155, bce3: 0.1384335, hinge1: 0.7041405, hinge2: 0.7021015, hinge3: 0.6851265, cla: 0.5653595, lr: 0.0000178
iter: 4565, bce1: 0.1384445, bce2: 0.1379835, bce3: 0.1383905, hinge1: 0.7039075, hinge2: 0.7018775, hinge3: 0.6848965, cla: 0.5651495, lr: 0.0000178
iter: 4566, bce1: 0.1384055, bce2: 0.1379625, bce3: 0.1383385, hinge1: 0.7037535, hinge2: 0.7016945, hinge3: 0.6847055, cla: 0.5649035, lr: 0.0000178
iter: 4567, bce1: 0.1383555, bce2: 0.1379135, bce3: 0.1382945, hinge1: 0.7035335, hinge2: 0.7014635, hinge3: 0.6845825, cla: 0.5646455, lr: 0.0000178
iter: 4568, bce1: 0.1383075, bce2: 0.1378625, bce3: 0.1382585, hinge1: 0.7033915, hinge2: 0.7014135, hinge3: 0.6843435, cla: 0.5644605, lr: 0.0000178
iter: 4569, bce1: 0.1382625, bce2: 0.1378155, bce3: 0.1382055, hinge1: 0.7033915, hinge2: 0.7013475, hinge3: 0.6841575, cla: 0.5643265, lr: 0.0000178
iter: 4570, bce1: 0.1382865, bce2: 0.1378225, bce3: 0.1381505, hinge1: 0.7032195, hinge2: 0.7011395, hinge3: 0.6839085, cla: 0.5642405, lr: 0.0000178
iter: 4571, bce1: 0.1382555, bce2: 0.1377945, bce3: 0.1381255, hinge1: 0.7029855, hinge2: 0.7008875, hinge3: 0.6837385, cla: 0.5639815, lr: 0.0000178
iter: 4572, bce1: 0.1382085, bce2: 0.1377455, bce3: 0.1380745, hinge1: 0.7027375, hinge2: 0.7006775, hinge3: 0.6835455, cla: 0.5637255, lr: 0.0000178
iter: 4573, bce1: 0.1381585, bce2: 0.1376935, bce3: 0.1380385, hinge1: 0.7025365, hinge2: 0.7004415, hinge3: 0.6834355, cla: 0.5636115, lr: 0.0000178
iter: 4574, bce1: 0.1381435, bce2: 0.1376755, bce3: 0.1379995, hinge1: 0.7024015, hinge2: 0.7002935, hinge3: 0.6832275, cla: 0.5635205, lr: 0.0000178
